geometry.coordinates,date_tm-value,stn_nam-value,air_temp,air_temp-qa,dwpt_temp,rel_hum,rel_hum-qa,avg_wnd_spd_10m_pst10mts,avg_wnd_spd_10m_pst1hr,rnfl_amt_pst1mt,rnfl_amt_pst1mt-qa,rnfl_amt_pst1hr,rnfl_amt_pst1hr-qa,dwpt_temp-qa,avg_vis_pst10mts,vis,vis-qa
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:54:00.000Z,PITT MEADOWS CS,3.2,100.0,2.9,98.0,100.0,1.4,0.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:54:00.000Z,WHITE ROCK,2.8,100.0,2.2,95.0,100.0,2.6,2.2,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:54:00.000Z,DELTA BURNS BOG,2.3,100.0,2.3,100.0,100.0,0.2,0.3,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:54:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,2.4,3.0,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:54:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.0,6.2,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:54:00.000Z,POINT ATKINSON,5.3,100.0,3.9,90.0,100.0,17.8,21.4,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:55:00.000Z,POINT ATKINSON,5.4,100.0,3.9,90.0,100.0,17.6,21.4,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:55:00.000Z,WHITE ROCK,2.9,100.0,2.2,96.0,100.0,2.9,2.3,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:55:00.000Z,DELTA BURNS BOG,2.3,100.0,2.3,100.0,100.0,0.1,0.3,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:55:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.3,6.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:55:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,2.3,3.0,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:55:00.000Z,PITT MEADOWS CS,3.1,100.0,2.8,98.0,100.0,1.6,0.8,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:56:00.000Z,POINT ATKINSON,5.4,100.0,4.0,90.0,100.0,17.7,21.3,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:56:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,2.2,3.0,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:56:00.000Z,DELTA BURNS BOG,2.2,100.0,2.2,100.0,100.0,0.1,0.3,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:56:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.3,2.4,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:56:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.6,6.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:56:00.000Z,PITT MEADOWS CS,3.3,100.0,2.9,98.0,100.0,1.7,0.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:57:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.9,6.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:57:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,2.1,3.0,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:57:00.000Z,PITT MEADOWS CS,3.3,100.0,3.0,98.0,100.0,1.8,0.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:57:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.7,2.4,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:57:00.000Z,DELTA BURNS BOG,2.2,100.0,2.2,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:57:00.000Z,POINT ATKINSON,5.4,100.0,4.0,90.0,100.0,17.7,21.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:58:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.1,2.5,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:58:00.000Z,POINT ATKINSON,5.4,100.0,3.9,90.0,100.0,17.7,21.2,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:58:00.000Z,PITT MEADOWS CS,3.1,100.0,2.8,98.0,100.0,1.6,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:58:00.000Z,DELTA BURNS BOG,2.2,100.0,2.1,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:58:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.0,6.2,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:58:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,2.1,3.0,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T02:59:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T02:59:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.9,2.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T02:59:00.000Z,PITT MEADOWS CS,3.1,100.0,2.8,98.0,100.0,1.7,0.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T02:59:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.4,2.6,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T02:59:00.000Z,POINT ATKINSON,5.5,100.0,4.0,90.0,100.0,17.6,21.1,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T02:59:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.2,6.2,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:00:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.2,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:00:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.8,2.9,,,0.0,100.0,,,,
"[-122.713, 49.2161, 3.7]",2025-12-25T03:00:00.000Z,Pitt Meadows,1.8,100.0,1.8,100.0,100.0,5.0,,,,,,100.0,,,
"[-123.121687, 49.295348, 4.0]",2025-12-25T03:00:00.000Z,VANCOUVER HARBOUR CS,5.3,100.0,4.5,94.0,100.0,,,,,0.0,100.0,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:00:00.000Z,POINT ATKINSON,5.5,100.0,4.1,90.0,100.0,17.5,21.0,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:00:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.6,2.7,,,0.0,100.0,,,,
"[-122.9607, 49.1657, 6.0]",2025-12-25T03:00:00.000Z,Annacis Island,,,,,,,,,,,,,,,
"[-123.184, 49.1947, 4.0]",2025-12-25T03:00:00.000Z,Vancouver International,3.9,100.0,3.5,97.0,100.0,7.6,,,,,,100.0,,32.19,100.0
"[-123.303374, 49.105909, 13.0]",2025-12-25T03:00:00.000Z,SANDHEADS CS,4.6,100.0,3.0,89.0,100.0,12.1,9.9,,,,,,,,
"[-123.187254, 49.182552, 4.118]",2025-12-25T03:00:00.000Z,VANCOUVER SEA ISLAND CCG,4.0,100.0,3.0,93.0,100.0,4.0,3.8,,,0.0,100.0,,,,
"[-122.631, 49.1008, 10.4]",2025-12-25T03:00:00.000Z,Langley Regional,1.7,100.0,1.6,99.0,100.0,2.9,,,,,,100.0,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:00:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,6.3,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:00:00.000Z,PITT MEADOWS CS,3.0,100.0,2.7,98.0,100.0,1.6,0.9,,,0.0,100.0,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:00:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,6.3,,,,,,,,
"[-123.106, 49.2869, 0.0]",2025-12-25T03:00:00.000Z,Vancouver Harbour,4.0,100.0,3.3,95.0,100.0,8.3,,,,,,100.0,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:00:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.6,2.7,0.0,100.0,0.0,,,,,
"[-123.008, 49.0733, 1.8]",2025-12-25T03:00:00.000Z,Vancouver Boundary Bay,1.7,100.0,1.4,98.0,100.0,6.8,,,,,,100.0,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:00:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.2,,,0.0,100.0,,,,
"[-122.8493, 49.2809, 6.0]",2025-12-25T03:00:00.000Z,Rocky Point Park,,,,,,,,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:00:00.000Z,PITT MEADOWS CS,3.0,100.0,2.7,98.0,100.0,1.6,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:00:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.8,2.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:00:00.000Z,POINT ATKINSON,5.5,100.0,4.1,90.0,100.0,17.5,21.0,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:01:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.3,6.3,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:01:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.6,2.7,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:01:00.000Z,POINT ATKINSON,5.5,100.0,4.0,90.0,100.0,17.4,21.0,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:01:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,1.5,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:01:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:01:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.7,99.0,100.0,1.6,2.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:02:00.000Z,POINT ATKINSON,5.6,100.0,4.0,90.0,100.0,17.2,20.8,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:02:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.2,6.3,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:02:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:02:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.5,2.8,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:02:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,1.4,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:02:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.7,2.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:03:00.000Z,POINT ATKINSON,5.6,100.0,4.1,90.0,100.0,16.7,20.7,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:03:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.3,2.8,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:03:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.7,2.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:03:00.000Z,DELTA BURNS BOG,2.1,100.0,2.1,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:03:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,8.0,6.4,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:03:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,1.2,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:04:00.000Z,DELTA BURNS BOG,2.1,100.0,2.0,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:04:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.9,6.4,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:04:00.000Z,POINT ATKINSON,5.5,100.0,4.0,90.0,100.0,16.2,20.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:04:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,1.0,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:04:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.7,2.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:04:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,4.1,2.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:05:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.6,6.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:05:00.000Z,DELTA BURNS BOG,2.0,100.0,2.0,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:05:00.000Z,PITT MEADOWS CS,3.0,100.0,2.7,98.0,100.0,0.8,0.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:05:00.000Z,POINT ATKINSON,5.5,100.0,3.9,89.0,100.0,16.2,20.4,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:05:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.8,2.8,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:05:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.9,2.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:06:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.8,2.7,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:06:00.000Z,PITT MEADOWS CS,3.0,100.0,2.7,98.0,100.0,0.5,0.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:06:00.000Z,POINT ATKINSON,5.5,100.0,3.8,89.0,100.0,15.8,20.3,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:06:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.4,6.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:06:00.000Z,DELTA BURNS BOG,2.0,100.0,2.0,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:06:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.9,2.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:07:00.000Z,DELTA BURNS BOG,2.0,100.0,2.0,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:07:00.000Z,POINT ATKINSON,5.6,100.0,3.9,89.0,100.0,15.3,20.1,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:07:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.2,6.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:07:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.6,2.7,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:07:00.000Z,WHITE ROCK,3.0,100.0,2.4,96.0,100.0,3.8,2.9,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:07:00.000Z,PITT MEADOWS CS,3.0,100.0,2.7,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:08:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.6,2.7,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:08:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.1,6.5,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:08:00.000Z,PITT MEADOWS CS,2.9,100.0,2.7,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:08:00.000Z,DELTA BURNS BOG,2.0,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:08:00.000Z,POINT ATKINSON,5.6,100.0,3.9,89.0,100.0,14.6,19.9,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:08:00.000Z,WHITE ROCK,3.0,100.0,2.4,96.0,100.0,3.7,2.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:09:00.000Z,POINT ATKINSON,5.6,100.0,3.8,88.0,100.0,13.8,19.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:09:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:09:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:09:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.7,99.0,100.0,1.6,2.6,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:09:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,6.9,6.5,,,,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:09:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.7,2.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:10:00.000Z,POINT ATKINSON,5.5,100.0,3.7,88.0,100.0,12.9,19.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:10:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:10:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.7,2.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:10:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,6.7,6.5,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:10:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.7,99.0,100.0,1.7,2.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:10:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:11:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,6.7,6.5,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:11:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:11:00.000Z,POINT ATKINSON,5.4,100.0,3.6,88.0,100.0,11.8,19.1,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:11:00.000Z,PITT MEADOWS CS,2.7,100.0,2.4,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:11:00.000Z,WHITE ROCK,2.9,100.0,2.3,96.0,100.0,3.7,2.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:11:00.000Z,WEST VANCOUVER AUT,3.8,100.0,3.6,99.0,100.0,1.7,2.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:12:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:12:00.000Z,WHITE ROCK,2.9,100.0,2.4,96.0,100.0,3.8,2.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:12:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.5,2.6,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:12:00.000Z,PITT MEADOWS CS,2.7,100.0,2.4,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:12:00.000Z,POINT ATKINSON,5.3,100.0,3.5,88.0,100.0,11.3,18.9,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:12:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,6.8,6.5,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:13:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.1,6.6,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:13:00.000Z,POINT ATKINSON,5.3,100.0,3.5,88.0,100.0,10.7,18.7,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:13:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,0.3,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:13:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.5,2.6,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:13:00.000Z,WHITE ROCK,2.9,100.0,2.4,96.0,100.0,4.0,3.0,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:13:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:14:00.000Z,WHITE ROCK,2.9,100.0,2.4,96.0,100.0,4.2,3.0,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:14:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.5,2.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:14:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.3,6.6,,,,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:14:00.000Z,POINT ATKINSON,5.3,100.0,3.5,88.0,100.0,10.3,18.4,,,,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:14:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:14:00.000Z,PITT MEADOWS CS,2.9,100.0,2.6,98.0,100.0,0.2,0.9,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:15:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.6,2.5,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:15:00.000Z,DELTA BURNS BOG,1.9,100.0,1.9,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:15:00.000Z,WHITE ROCK,2.9,100.0,2.4,96.0,100.0,4.3,3.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:15:00.000Z,POINT ATKINSON,5.3,100.0,3.4,88.0,100.0,9.4,18.2,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:15:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.5,6.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:15:00.000Z,PITT MEADOWS CS,2.8,100.0,2.6,98.0,100.0,0.1,0.9,0.0,100.0,0.0,,,,,
"[-123.002436, 49.125992, 4.6]",2025-12-25T03:16:00.000Z,DELTA BURNS BOG,1.9,100.0,1.8,100.0,100.0,0.0,0.1,0.0,100.0,0.0,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:16:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.7,2.5,0.0,100.0,0.0,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:16:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.4,6.6,,,,,,,,
"[-122.690076, 49.208307, 6.3]",2025-12-25T03:16:00.000Z,PITT MEADOWS CS,2.7,100.0,2.5,98.0,100.0,0.0,0.9,0.0,100.0,0.0,,,,,
"[-122.7839, 49.0181, 13.0]",2025-12-25T03:16:00.000Z,WHITE ROCK,2.9,100.0,2.4,96.0,100.0,4.3,3.0,0.0,100.0,0.0,,,,,
"[-123.264704, 49.330352, 15.0]",2025-12-25T03:16:00.000Z,POINT ATKINSON,5.3,100.0,3.4,88.0,100.0,8.9,18.0,,,,,,,,
"[-123.1333, 49.0039, 8.3]",2025-12-25T03:17:00.000Z,TSAWWASSEN FERRY AUTO,,,,,,7.3,6.6,,,,,,,,
"[-123.193392, 49.347059, 170.885]",2025-12-25T03:17:00.000Z,WEST VANCOUVER AUT,3.7,100.0,3.6,99.0,100.0,1.9,2.5,0.0,100.0,0.0,,,,,
